timestamp,amount
1006525800,0.295
1014993000,0.3
1022765400,0.3
1030109400,0.3
1038580200,0.3
1046442600,0.305
1054560600,0.305
1062077400,0.305
1070029800,0.305
1077892200,0.31
1085664600,0.31
1093613400,0.31
1101479400,0.31
1109341800,0.325
1117114200,0.325
1125063000,0.325
1132929000,0.325
1140791400,0.345
1148563800,0.345
1156512600,0.345
1164378600,0.345
1172241000,0.365
1180013400,0.365
1187962200,0.365
1195828200,0.365
1204295400,0.375
1211463000,0.375
1219930200,0.188
1227882600,0.063
1235745000,0.063
1243603800,0.01
1251466200,0.01
1259332200,0.01
1267194600,0.01
1274967000,0.01
1282915800,0.01
1290781800,0.01
1298644200,0.01
1306416600,0.03
1314365400,0.03
1322231400,0.03
1330093800,0.03
1337866200,0.05
1345815000,0.05
1353681000,0.05
1362148200,0.05
1369315800,0.055
1377264600,0.055
1385735400,0.055
1393597800,0.055
1400765400,0.065
1409232600,0.065
1417185000,0.065
1425047400,0.065
1432906200,0.075
1440768600,0.075
1448634600,0.075
1456497000,0.075
1464269400,0.085
1469626200,0.085
1480084200,0.085
951489000,0.28
959261400,0.28
967210200,0.28
975076200,0.28
982938600,0.295
990711000,0.295
998659800,0.295
