timestamp,amount
1006266600,0.3
1014215400,0.31
1022074200,0.31
1029936600,0.31
1037802600,0.31
1045665000,0.33
1053523800,0.33
1061386200,0.33
1069252200,0.33
1077114600,0.36
1084973400,0.36
1092835800,0.36
1100701800,0.36
1109169000,0.42
1116423000,0.42
1124285400,0.42
1132669800,0.42
1140618600,0.46
1147872600,0.46
1156339800,0.46
1164119400,0.46
1172068200,0.48
1179322200,0.48
1187789400,0.48
1195569000,0.48
1203517800,0.5
1211376600,0.5
1219239000,0.5
1227105000,0.5
1234967400,0.51
1242826200,0.51
1250688600,0.51
1258554600,0.51
1266417000,0.525
1274275800,0.525
1282138200,0.525
1290004200,0.525
1297866600,0.55
1305725400,0.55
1313587800,0.55
1321972200,0.55
1329316200,0.59
1337175000,0.59
1345642200,0.59
1353421800,0.59
1360765800,0.635
1369229400,0.635
1377091800,0.635
1384957800,0.635
1392215400,0.855
1400679000,0.855
1408541400,0.855
1416407400,0.855
1423665000,1.025
1432128600,1.025
1439991000,1.025
1447857000,1.025
1455114600,1.11
1463578200,1.11
1471440600,1.11
1479306600,1.11
951316200,0.29
958570200,0.29
967037400,0.29
974817000,0.29
982765800,0.3
990019800,0.3
998487000,0.3
