timestamp,amount
1009463400,0.02333
1017153000,0.02333
1025703000,0.02333
1033651800,0.02333
1040999400,0.025
1048775400,0.025
1056634200,0.025
1065101400,0.025
1072708200,0.02833
1080570600,0.02833
1088688600,0.02833
1096551000,0.02833
1104330600,0.03333
1112106600,0.7
1120138200,0.03333
1128000600,0.03333
1135780200,0.04
1143642600,0.04
1151674200,0.04
1159795800,0.04
1167143400,0.05
1175088600,0.05
1182951000,0.05
1191331800,0.05
1198679400,0.06667
1206538200,0.06667
1214487000,0.06667
1222954200,0.06667
1230561000,0.07
1238160600,0.07
1246023000,0.07
1254403800,0.07
1261578600,1.0
1262097000,0.07333
1269869400,0.07333
1277731800,0.07333
1285680600,0.07333
1293633000,0.08333
1301405400,0.08333
1309267800,0.08333
1317216600,0.08333
1323959400,0.75667
1332941400,0.09
1340803800,0.09
1348666200,0.09
1354631400,1.0
1355322600,0.09667
1364304600,0.09667
1371735000,0.09667
1380202200,0.1
1388154600,0.12
1395927000,0.12
1403789400,0.12
1411738200,0.12
1419863400,0.65
1427463000,0.15
1435325400,0.15
1443447000,0.15
1450967400,0.18
1459258200,0.18
1467120600,0.18
1475069400,0.18
1482935400,0.2
954340200,0.02
962285400,0.02
970234200,0.02
977927400,0.02167
985876200,0.02167
994080600,0.02167
