timestamp,amount
1002115800,0.07002
1009981800,0.07002
1017844200,0.07002
1025616600,0.07002
1033565400,0.07002
1041345000,0.07002
1049293800,0.07002
1057066200,0.08753
1065015000,0.08753
1072794600,0.08753
1080743400,0.08753
1088602200,0.08753
1097069400,0.10504
1104935400,0.10504
1112193000,0.10504
1120051800,0.10504
1128519000,0.12
1136385000,0.12
1144243800,0.12
1152106200,0.15
1159968600,0.15
1167834600,0.15
1175607000,0.15
1183469400,0.15
1191418200,0.15
1199284200,0.18
1207747800,0.18
1215610200,0.18
1222867800,0.18
1231338600,0.18
1238592600,0.18
1246368600,0.18
1254317400,0.18
1262874600,0.18
1269955800,0.18
1277904600,0.18
1286371800,0.18
1294237800,0.18
1302096600,0.18
1309354200,0.18
1317821400,0.18
1325687400,0.18
1333459800,0.2
1341322200,0.2
1349271000,0.2
1357137000,0.2
1364995800,0.2
1372771800,0.23
1380720600,0.23
1389191400,0.23
1396445400,0.23
1404912600,0.26
1412170200,0.26
1420641000,0.26
1427808600,0.26
1435671000,0.29
1444224600,0.29
1452090600,0.29
1459949400,0.29
1467207000,0.29
1475674200,0.32
1483540200,0.32
947082600,0.06565
956237400,0.07002
962803800,0.07002
970666200,0.07002
978532200,0.07002
986391000,0.07002
994167000,0.07002
