timestamp,amount
1000733400,0.325
1008167400,0.1625
1016029800,0.1625
1023888600,0.1625
1031751000,0.1625
1039617000,0.1625
1047479400,0.1625
1055338200,0.1625
1063200600,0.1625
1071066600,0.1625
1078929000,0.1625
1086787800,0.1625
1094650200,0.1625
1102516200,0.175
1110378600,0.175
1118237400,0.175
1126099800,0.175
1133965800,0.175
1141828200,0.194
1149687000,0.194
1158154200,0.194
1166020200,0.194
1173277800,0.194
1181741400,0.194
1189603800,0.23
1197469800,0.23
1205328600,0.23
1213191000,0.23
1221053400,0.23
1228919400,0.23
1236778200,0.02
1244640600,0.02
1252503000,0.02
1260369000,0.02
1268231400,0.02
1276090200,0.02
1283952600,0.02
1291818600,0.02
1299681000,0.02
1307539800,0.02
1315402200,0.02
1323268200,0.02
1331130600,0.02
1339594200,0.02
1347456600,0.02
1355322600,0.02
1363181400,0.02
1371043800,0.02
1378906200,0.02
1386772200,0.02
1394631000,0.02
1402493400,0.02
1410355800,0.02
1418221800,0.02
1426080600,0.02
1433943000,0.02
1441805400,0.02
1449671400,0.02
1457533800,0.02
1465392600,0.02
1473255000,0.02
1481121000,0.02
952525800,0.1625
960903000,0.1625
968851800,0.1625
976717800,0.1625
983975400,0.1625
992439000,0.1625
