timestamp,amount
1004538600,0.18288
1012401000,0.18288
1020259800,0.18288
1028122200,0.18288
1035988200,0.193
1043850600,0.193
1051709400,0.193
1059571800,0.193
1067437800,0.20233
1075300200,0.20233
1083245400,0.20233
1091107800,0.20233
1098970200,0.21245
1106922600,0.21245
1114695000,0.21245
1122557400,0.21245
1130506200,0.21245
1138285800,0.21245
1146144600,0.14008
1154007000,0.14008
1161869400,0.14008
1169735400,0.14008
1177680600,0.14008
1185888600,0.14008
1193837400,0.14786
1201185000,0.14786
1209475800,0.14786
1217424600,0.14786
1225287000,0.14786
1233153000,0.14786
1241011800,0.14786
1248874200,0.14786
1256736600,0.15564
1264602600,0.15564
1272461400,0.15564
1280323800,0.15564
1288186200,0.17899
1296138600,0.17899
1303911000,0.17899
1311773400,0.17899
1319722200,0.18677
1327674600,0.18677
1335447000,0.18677
1343223000,0.18677
1351690200,0.19455
1359469800,0.19455
1366983000,0.19455
1375104600,0.19455
1383053400,0.19455
1391005800,0.19455
1398691800,0.19455
1406208600,0.19455
1414589400,0.19455
1422455400,0.19455
1430227800,0.19455
1438090200,0.19455
1446039000,0.19455
1453905000,0.19455
1461763800,0.19455
1469626200,0.19455
1477575000,0.19455
948897000,0.15875
956755800,0.15875
964704600,0.15875
972480600,0.1751
980951400,0.1751
988810200,0.1751
996672600,0.15798
