timestamp,amount
1005661800,0.2115
1013610600,0.22
1021296600,0.22
1029245400,0.22
1037197800,0.22
1045060200,0.23
1052832600,0.23
1060781400,0.25
1068647400,0.25
1076509800,0.275
1084368600,0.275
1092231000,0.305
1100097000,0.4
1108132200,0.4
1115818200,0.4
1123767000,0.4
1131633000,0.4
1139841000,0.4
1147354200,0.4
1155303000,0.4
1163428200,0.4
1171377000,0.44
1178890200,0.44
1187011800,0.44
1194964200,0.44
1202913000,0.5
1210685400,0.5
1218634200,0.5
1226500200,0.525
1234362600,0.525
1242221400,0.525
1250083800,0.525
1257863400,0.525
1265898600,0.525
1273671000,0.525
1281619800,0.525
1289399400,0.525
1297434600,0.525
1305207000,0.525
1313069400,0.525
1320935400,0.525
1329143400,0.525
1331645400,0.146
1336743000,0.379
1344864600,0.525
1352817000,0.525
1360852200,0.525
1368451800,0.31
1376400600,0.31
1384353000,0.31
1392215400,0.31
1400074200,0.31
1407936600,0.31
1415802600,0.31
1423665000,0.31
1431523800,0.31
1439386200,0.31
1447165800,0.31
1455114600,0.31
1462973400,0.318
1470922200,0.318
1478788200,0.318
951316200,0.125
959261400,0.125
967469400,0.125
972307800,0.079
982074600,0.2765
989587800,0.2115
997709400,0.2115
