timestamp,amount
1007044200,0.26
1014906600,0.26
1022765400,0.26
1030627800,0.26
1038407400,0.27
1046356200,0.27
1054215000,0.27
1062077400,0.27
1069857000,0.28
1077805800,0.28
1085664600,0.28
1093872600,0.28
1101738600,0.29
1109341800,0.29
1117200600,0.29
1125408600,0.29
1133274600,0.3
1141050600,0.4
1148995800,0.4
1156944600,0.4
1164810600,0.5
1172586600,0.5
1180531800,0.5
1188480600,0.5
1196346600,0.53
1204209000,0.53
1212067800,0.53
1219930200,0.53
1227709800,0.32
1235658600,0.05
1243517400,0.05
1251725400,0.05
1259332200,0.05
1267108200,0.05
1274967000,0.05
1283175000,0.05
1291041000,0.05
1298644200,0.1
1306503000,0.1
1314711000,0.1
1322577000,0.1
1330612200,0.1
1338384600,0.1
1346333400,0.1
1354199400,0.1
1362666600,0.1
1369920600,0.1
1377783000,0.15
1385562600,0.15
1394116200,0.15
1401370200,0.15
1409232600,0.18
1417012200,0.18
1425565800,0.18
1432819800,0.18
1440768600,0.21
1448634600,0.21
1457015400,0.21
1464355800,0.21
1472563800,0.21
1480429800,0.23
951748200,0.24
959693400,0.24
967642200,0.24
975508200,0.25
983457000,0.25
991229400,0.25
999178200,0.25
