timestamp,amount
1004365800,0.13722
1014129000,0.13722
1019827800,0.13722
1028727000,0.13722
1036074600,0.15246
1045578600,0.15246
1051536600,0.15246
1059485400,0.15246
1067437800,0.1639
1077114600,0.1639
1084455000,0.1639
1091021400,0.1639
1098883800,0.19058
1108132200,0.19058
1115904600,0.23632
1122471000,0.23632
1130419800,0.23632
1140100200,0.27443
1147959000,0.27443
1154007000,0.27443
1161955800,0.27443
1171549800,0.31255
1179408600,0.31255
1185543000,0.31255
1193664600,0.31255
1203604200,0.35829
1211463000,0.35829
1217338200,0.35829
1225287000,0.35829
1235053800,0.35829
1242912600,0.35829
1248874200,0.35829
1256736600,0.38116
1266503400,0.38116
1274362200,0.41927
1280410200,0.41927
1288186200,0.41927
1297953000,0.50313
1305811800,0.50313
1311255000,0.50313
1318512600,0.50313
1329402600,0.50313
1337261400,0.66
1342704600,0.66
1349962200,0.66
1360852200,0.66
1369229400,0.66
1374154200,0.69
1381411800,0.69
1392301800,0.69
1400679000,0.69
1405603800,0.73
1412861400,0.73
1423751400,0.73
1432128600,0.73
1437658200,0.74
1444915800,0.74
1455201000,0.25
1463578200,0.25
1469107800,0.25
1476365400,0.25
950711400,0.12959
956842200,0.12959
964704600,0.12959
972567000,0.12959
982333800,0.12959
988291800,0.12959
996154200,0.13722
