timestamp,amount
1000733400,0.08
1008599400,0.08
1015511400,0.08
1023370200,0.08
1031319000,0.08
1039185000,0.08
1047047400,0.08
1054906200,0.08
1063027800,0.08
1071066600,0.08
1078497000,0.08
1086355800,0.08
1094218200,0.08
1102343400,0.08
1110205800,0.08
1118064600,0.08
1125667800,0.08
1133793000,0.08
1141741800,0.1
1149600600,0.1
1157463000,0.1
1165329000,0.1
1173191400,0.1
1181050200,0.1
1188912600,0.1
1196778600,0.1
1204727400,0.125
1212586200,0.125
1220448600,0.125
1228314600,0.125
1236177000,0.125
1244035800,0.125
1251898200,0.125
1259764200,0.125
1267626600,0.125
1275485400,0.125
1283347800,0.125
1291213800,0.125
1299076200,0.125
1306935000,0.125
1314797400,0.125
1322663400,0.125
1330612200,0.16
1338471000,0.16
1346333400,0.16
1354199400,0.16
1362061800,0.16
1369920600,0.16
1377783000,0.16
1385562600,0.16
1393597800,0.21
1401456600,0.21
1409319000,0.21
1417185000,0.21
1425047400,0.21
1432906200,0.21
1441027800,0.21
1448893800,0.21
1456756200,0.21
1464701400,0.21
1472650200,0.21
1480516200,0.21
984493800,0.08
992871000,0.08
