timestamp,amount
1002029400,0.395
1008167400,0.395
1017757800,0.41
1025616600,0.41
1033565400,0.41
1040221800,0.41
1049293800,0.415
1057066200,0.415
1065015000,0.415
1071757800,0.415
1080829800,0.425
1088602200,0.425
1096637400,0.425
1103639400,0.425
1112365800,0.44
1120224600,0.44
1128346200,0.44
1135089000,0.44
1144157400,0.46
1152106200,0.46
1159968600,0.46
1166625000,0.46
1175607000,0.5
1183469400,0.5
1191418200,0.5
1198074600,0.5
1207143000,0.52
1214919000,0.52
1222954200,0.52
1238679000,0.28
1246455000,0.28
1254403800,0.28
1261405800,0.28
1270042200,0.28
1277991000,0.28
1285939800,0.28
1292941800,0.28
1297348200,0.28
1305207000,0.28
1316093400,0.28
1323959400,0.28
1331217000,0.28
1339075800,0.28
1347456600,0.28
1355409000,0.28
1362753000,0.28
1370611800,0.28
1378992600,0.28
1387204200,0.28
1394458200,0.33
1402320600,0.33
1410960600,0.33
1418653800,0.33
1426512600,0.36
1433856600,0.36
1442410200,0.4
1449844200,0.4
1458135000,0.42
1465479000,0.42
1473946200,0.42
1481812200,0.42
954768600,0.37
962371800,0.37
970493400,0.37
976285800,0.37
986218200,0.395
994080600,0.395
