timestamp,amount
1004538600,0.4
1012401000,0.4
1020259800,0.4
1028122200,0.4
1035988200,0.4
1043850600,0.4
1051709400,0.4
1059571800,0.4
1067437800,0.4
1075300200,0.4
1083159000,0.4
1091021400,0.4
1098883800,0.4
1107354600,0.4
1115213400,0.5
1123075800,0.5
1131460200,0.5
1138804200,0.5
1146663000,0.5
1154525400,0.6
1162996200,0.6
1170253800,0.6
1178112600,0.6
1185975000,0.6
1194445800,0.6
1201703400,0.6
1209562200,0.6
1217424600,0.6
1225895400,0.6
1233153000,0.25
1241011800,0.25
1248874200,0.05
1257345000,0.05
1264602600,0.05
1272461400,0.05
1279632600,26.42
1288791000,0.05
1298644200,0.15
1305120600,0.15
1314711000,0.15
1320762600,0.15
1330439400,0.15
1336570200,0.15
1346160600,0.15
1352298600,0.17
1361975400,0.17
1368019800,0.2
1377696600,0.22
1383139800,0.22
1393425000,0.22
1399469400,0.22
1409146200,0.29
1414589400,0.29
1424874600,0.29
1433338200,0.29
1441805400,0.31
1446039000,0.31
1457101800,0.31
1465392600,0.31
1473255000,0.31
1477488600,0.31
948897000,0.4
957360600,0.4
964618200,0.4
973089000,0.4
980951400,0.4
988810200,0.4
996672600,0.4
