timestamp,amount
1006957800,0.075
1014820200,0.075
1022679000,0.075
1030541400,0.075
1038321000,0.075
1052832600,0.075
1060781400,0.075
1068647400,0.075
1076682600,0.075
1084368600,0.075
1092663000,0.075
1100269800,0.075
1108650600,0.075
1115991000,0.075
1124199000,0.075
1131978600,0.075
1140186600,0.075
1147786200,0.075
1155735000,0.09
1163514600,0.09
1171463400,0.09
1179322200,0.09
1187184600,0.125
1195050600,0.125
1203517800,0.125
1211376600,0.125
1219239000,0.175
1227105000,0.175
1234967400,0.175
1242826200,0.175
1250688600,0.175
1258554600,0.175
1266417000,0.175
1274275800,0.175
1282224600,0.263
1290090600,0.263
1297866600,0.263
1305725400,0.263
1313674200,0.4
1321540200,0.4
1329921000,0.4
1337175000,0.4
1345469400,0.5
1353421800,0.5
1361370600,0.5
1369229400,0.5
1377005400,0.625
1384871400,0.625
1392820200,0.625
1400679000,0.625
1408541400,0.78
1416321000,0.78
1423837800,0.78
1432042200,0.78
1439991000,0.975
1447857000,0.975
1455719400,0.975
1463578200,0.975
1471527000,1.025
1479393000,1.025
951748200,0.075
959693400,0.075
967642200,0.075
975508200,0.075
983284200,0.075
991229400,0.075
999091800,0.075
