timestamp,amount
1003930200,0.04
1011796200,0.04
1019655000,0.05
1028122200,0.05
1035379800,0.05
1043245800,0.05
1051104600,0.06
1059571800,0.06
1066829400,0.06
1074695400,0.08
1082554200,0.08
1091021400,0.08
1098279000,0.08
1106749800,0.1
1114608600,0.1
1123075800,0.1
1130333400,0.1
1138199400,0.15
1146058200,0.15
1154525400,0.15
1161783000,0.15
1169649000,0.18
1177507800,0.18
1186579800,0.18
1195050600,0.18
1202913000,0.21
1210771800,0.21
1218634200,0.21
1226500200,0.21
1234362600,0.22
1242221400,0.22
1250083800,0.22
1257863400,0.22
1265812200,0.23
1273671000,0.23
1281533400,0.23
1289313000,0.23
1297866600,0.24
1305725400,0.24
1313587800,0.24
1321453800,0.24
1329316200,0.25
1337175000,0.25
1345037400,0.25
1352903400,0.25
1355409000,0.26
1368624600,0.26
1376487000,0.26
1384353000,0.26
1392215400,0.27
1400074200,0.27
1407936600,0.27
1415802600,0.27
1423665000,0.3
1431523800,0.3
1439386200,0.3
1447165800,0.3
1455114600,0.32
1462973400,0.32
1470835800,0.32
1479306600,0.32
948897000,0.02
956755800,0.03
965223000,0.03
972480600,0.03
980346600,0.03
988205400,0.04
996672600,0.04
