timestamp,amount
1000733400,0.22
1008167400,0.22
1016029800,0.22
1023888600,0.22
1031751000,0.22
1039617000,0.22
1047479400,0.22
1055338200,0.22
1063287000,0.22
1071153000,0.22
1079015400,0.22
1087219800,0.22
1095082200,0.22
1102948200,0.22
1110551400,0.22
1118669400,0.22
1126618200,0.22
1134484200,0.22
1142260200,0.22
1150205400,0.22
1158154200,0.22
1166106600,0.225
1173792600,0.22
1181741400,0.22
1189690200,0.22
1197556200,0.22
1205415000,0.22
1213277400,0.22
1221139800,0.22
1229005800,0.22
1236864600,0.22
1244727000,0.22
1252589400,0.22
1260455400,0.22
1268317800,0.22
1276176600,0.22
1284039000,0.22
1291905000,0.235
1299853800,0.235
1307971800,0.235
1315920600,0.26
1323786600,0.26
1331645400,0.26
1339594200,0.26
1347456600,0.26
1355409000,0.3
1363181400,0.3
1371043800,0.3
1378906200,0.3
1386858600,0.35
1394631000,0.35
1402493400,0.35
1410442200,0.35
1418308200,0.4
1426167000,0.4
1434029400,0.4
1441891800,0.4
1449757800,0.46
1457706600,0.46
1465824600,0.46
1473773400,0.46
1481639400,0.51
952957800,0.22
960903000,0.22
968851800,0.22
976717800,0.22
984493800,0.22
992439000,0.22
