timestamp,amount
1004625000,0.115
1013092200,0.115
1020346200,0.115
1028208600,0.115
1036074600,0.115
1044541800,0.115
1051795800,0.115
1059658200,0.115
1067524200,0.115
1075991400,0.115
1083850200,0.115
1091712600,0.115
1099578600,0.115
1107441000,0.115
1115299800,0.115
1123162200,0.115
1131028200,0.13
1138890600,0.13
1146749400,0.13
1154611800,0.13
1162477800,0.13
1170340200,0.13
1178199000,0.13
1186061400,0.13
1193923800,0.13
1201789800,0.13
1209648600,0.13
1217511000,0.15
1225373400,0.15
1233239400,0.15
1241098200,0.15
1248960600,0.15
1256823000,0.15
1264689000,0.15
1273152600,0.15
1280410200,0.15
1288272600,0.15
1296743400,0.15
1304602200,0.15
1312464600,0.15
1320327000,0.15
1328193000,0.15
1336051800,0.15
1343914200,0.15
1351776600,0.15
1359642600,0.15
1367501400,0.15
1375363800,0.15
1383226200,0.15
1391092200,0.15
1398951000,0.15
1406813400,0.17
1414675800,0.17
1425306600,0.17
1433165400,0.17
1441027800,0.17
1448980200,0.17
1456756200,0.17
1464355800,0.17
1470317400,0.17
1478179800,0.17
949588200,0.115
957447000,0.115
965309400,0.115
973175400,0.115
981037800,0.115
988896600,0.115
996759000,0.115
