timestamp,amount
1006785000,0.1225
1014388200,0.1275
1022247000,0.1275
1030109400,0.1275
1037975400,0.1275
1046097000,0.135
1053696600,0.135
1061559000,0.135
1069425000,0.135
1077546600,0.15
1085405400,0.15
1093354200,0.15
1101220200,0.15
1109082600,0.165
1116941400,0.083
1124890200,0.165
1132756200,0.165
1140618600,0.182
1148477400,0.182
1156426200,0.182
1164378600,0.182
1172154600,0.205
1180013400,0.205
1187962200,0.205
1196087400,0.205
1203949800,0.22
1211549400,0.22
1219411800,0.22
1227277800,0.22
1235399400,0.225
1242999000,0.225
1251120600,0.225
1258986600,0.225
1266849000,0.235
1274707800,0.235
1282656600,0.235
1290522600,0.235
1298385000,0.25
1306243800,0.25
1314192600,0.25
1322058600,0.25
1330007400,0.255
1337866200,0.255
1345815000,0.255
1353940200,0.255
1361543400,0.28
1369402200,0.28
1377264600,0.28
1385130600,0.28
1393252200,0.3
1400851800,0.3
1408714200,0.3
1416580200,0.3
1424701800,0.33
1432301400,0.33
1440423000,0.33
1448289000,0.33
1456237800,0.36
1464096600,0.36
1472045400,0.36
1479911400,0.36
951316200,0.1175
959175000,0.1175
967123800,0.1175
975076200,0.1175
982852200,0.1225
990711000,0.1225
998659800,0.1225
